Name,DC,LAC,BC,CC,NC,Essentiality
Q0045,0.00022002200220022002,0.0,0.1760272734595609,0.0,1.0,0
YGL187C,0.0008800880088008801,0.0006307597276653706,0.2153107530712338,0.0,0.25,0
Q0085,0.00022002200220022002,0.0,0.15015102049920223,0.0,1.0,0
YPL078C,0.0006600660066006601,0.0008488084723965354,0.17782603828086763,0.0,0.3333333333333333,0
Q0250,0.00044004400440044003,2.0765425410511073e-05,0.18668947023614993,0.0,0.5,0
YER154W,0.0011001100110011,0.0010705320264839788,0.22469198673321106,0.0,0.20000000000000004,0
Q0275,0.00044004400440044003,1.6853664635634275e-05,0.19013953193880542,0.0,0.5,0
YAL001C,0.0008800880088008801,9.984050753194562e-05,0.19883872621051543,0.5,0.43081632653061225,1
YDR362C,0.00044004400440044003,2.621615307153459e-05,0.18846168064529067,0.0,0.5,1
YER148W,0.00308030803080308,0.0024492307584600206,0.24305685655357123,2.0,1.2851970532808683,1
YGR246C,0.0011001100110011,0.0003184516902103514,0.1965193414963766,0.4,0.3961734693877552,1
YAL002W,0.0022002200220022,0.0004963494589263626,0.27778382646778116,2.6,0.21853075498286473,0
YOR089C,0.00374037403740374,0.0025492401210656644,0.2689330444110298,2.588235294117647,0.6676595955484719,0
YAL003W,0.0006600660066006601,0.00015332004377870484,0.1901309828838196,0.0,0.3333333333333333,1
YBR118W,0.00044004400440044003,3.931818506547768e-06,0.17840371220179016,0.0,0.5,0
YKL081W,0.0006600660066006601,0.0005698353304424586,0.23601625218055658,0.0,0.3333333333333333,0
YPR080W,0.00044004400440044003,3.931818506547768e-06,0.17840371220179016,0.0,0.5,0
YAL004W,0.00022002200220022002,0.0,0.2058263903781471,0.0,1.0,0
YML109W,0.0044004400440044,0.0024275733423414526,0.261644795837089,1.8,1.3859378717295583,0
YAL005C,0.0017601760176017601,0.001458953376657237,0.2601158387352545,0.75,0.3279991837567595,0
YAL040C,0.0039603960396039604,0.0009146512408476805,0.24490086235704128,2.111111111111111,1.911168249917315,0
YER151C,0.00154015401540154,0.0003223421078813064,0.24700369102330796,0.5714285714285714,0.18859969184438952,0
YJL061W,0.0019801980198019802,0.0008857018296382509,0.25020431869824455,0.8888888888888888,0.4185764271675333,1
YLR310C,0.0026402640264026403,0.002985411896302392,0.23228251526058952,0.6666666666666666,0.7655059523809524,1
YNL064C,0.00242024202420242,0.0007601385057353418,0.252852379234575,0.9090909090909091,0.3402657779257342,0
YNL189W,0.0319031903190319,0.05435033621291431,0.30093247867342954,0.5103448275862069,21.768292092072524,1
YPL240C,0.0022002200220022,0.0007585091493774841,0.23688886842860524,1.2,0.8138647842056934,0
YAL009W,0.0011001100110011,0.00014426533615069875,0.21950185259896351,0.8,0.4256944444444445,0
YDL116W,0.005280528052805281,0.00760537080792342,0.25903235469029295,0.08333333333333333,0.12437499999999993,0
YGL100W,0.00044004400440044003,5.2754025161048975e-05,0.21449166575293088,0.0,0.5,0
YHR004C,0.0017601760176017601,0.001310099514403498,0.2491869882332959,1.0,0.38819393330235397,0
YKL057C,0.0017601760176017601,0.000799304215288326,0.22833170574076847,0.25,0.261875,0
YML103C,0.0008800880088008801,3.208067853675605e-05,0.20485917984299157,0.5,0.515625,0
YAL011W,0.0039603960396039604,0.0032256740023995836,0.2811824715951215,3.7777777777777777,0.3996810668998132,0
YDL181W,0.0013201320132013201,5.6045742973001145e-05,0.2457976743965957,0.0,0.16666666666666669,0
YHR158C,0.00374037403740374,0.0020900694699116976,0.2672335180939732,0.8235294117647058,0.5045463492801127,0
YIR018W,0.0008800880088008801,0.0007716944482859703,0.21840218935642144,0.0,0.25,0
YOR127W,0.00286028602860286,0.0012963506105722192,0.2740927657712621,2.0,0.20277884678774769,0
YOR269W,0.005940594059405941,0.0016814372546207464,0.2736316287251865,5.703703703703703,1.7407234057681522,0
YAL013W,0.01562156215621562,0.009214568271384803,0.297356247121794,2.4225352112676055,8.98162376017017,0
YBL008W,0.0013201320132013201,0.00029782360187761937,0.24755316650971973,0.6666666666666666,0.33134049127046483,0
YBL027W,0.0008800880088008801,0.00022569164284119277,0.24195818448927345,0.0,0.25,0
YBR103W,0.00484048404840484,0.003492183553967414,0.28304572893701685,2.5454545454545454,0.5848670447560074,0
YBR171W,0.00308030803080308,0.0015021514423964315,0.2740394783435313,3.4285714285714284,0.1873358328681881,0
YCR033W,0.0011001100110011,0.000137809364177107,0.25896890136070994,0.8,0.22205221967987507,0
YDL002C,0.00154015401540154,0.000611523927178474,0.2568142348062087,1.1428571428571428,0.4429733697815054,0
YDL074C,0.0044004400440044,0.003146625389373799,0.28276183151581624,2.6,0.7203491164822484,0
YDL080C,0.0006600660066006601,1.6533880415941661e-06,0.23974958557200543,0.0,0.3333333333333333,0
YDR146C,0.0017601760176017601,0.0003366906437021379,0.25907996509735526,0.25,0.18489795918367347,0
YDR181C,0.00022002200220022002,0.0,0.22730075200596817,0.0,1.0,0
YDR334W,0.00286028602860286,0.00016431746821756789,0.27446635881865594,3.230769230769231,0.20005830948284303,0
YDR363W-A,0.00242024202420242,0.0008594622524594693,0.256549365426138,0.9090909090909091,0.5953433767440753,0
YDR392W,0.0044004400440044,0.0014766388515134372,0.25364102629072893,8.7,7.626776951467153,0
YDR485C,0.0026402640264026403,0.0006468792715913972,0.27451981240710416,2.6666666666666665,0.16516788859839296,0
YER016W,0.023982398239823982,0.01237023135039552,0.3086644664466447,12.770642201834862,55.90540717510647,1
YER111C,0.00484048404840484,0.001461452827582604,0.2829889038559213,6.181818181818182,0.6818851314201398,0
YER139C,0.0006600660066006601,3.6313599097528074e-07,0.24797415060804737,1.3333333333333333,0.367822372096554,0
YFR010W,0.0017601760176017601,0.00014804824133748295,0.2572203887055372,1.0,0.15992785036082055,0
YGL127C,0.01738173817381738,0.0309594594002765,0.3040263994765283,0.759493670886076,2.930088460143665,0
YGL133W,0.00044004400440044003,0.0,0.23868054356375412,1.0,0.5253926497324044,0
YGL149W,0.0006600660066006601,0.00011647729353229956,0.24365907175563423,0.0,0.3333333333333333,0
YGL161C,0.0026402640264026403,0.0011620889462478677,0.2535649811308408,1.6666666666666667,1.4346655328798184,0
